# L9 File Metrics
# =================
# Format: path/to/file.py | Lines: N | Classes: N | Functions: N
# Use for: Finding large files, complexity hotspots

| File | Lines | Classes | Functions | Async |
| `agents/cursor/integrations/cursor_gateway.py` | 461 | 2 | 3 | 5 |
| `core/observability/service.py` | 460 | 1 | 8 | 6 |
| `_archived/symbolic_computation/core.py` | 460 | 4 | 8 | 5 |
| `current_work/packetEnvelope - Phase 2-5/test_suite.py` | 460 | 5 | 17 | 10 |
| `api/memory/cache.py` | 459 | 3 | 0 | 13 |
| `ir_engine/simulation_router.py` | 458 | 4 | 10 | 3 |
| `core/agents/graph_state/bootstrap_l_graph.py` | 457 | 0 | 0 | 2 |
| `collaborative_cells/reviewer_cell.py` | 457 | 1 | 3 | 6 |
| `tests/integration/test_recursive_self_testing.py` | 455 | 7 | 19 | 4 |
| `mcp_memory/src/models.py` | 455 | 49 | 0 | 0 |
| `collaborative_cells/coder_cell.py` | 453 | 1 | 3 | 6 |
| `current_work/Compiler + Dev Layer/Knowledge Harvester + Compiler - Complete System/knowledge_harvester_system/l9_qc_dashboard.py` | 453 | 2 | 20 | 0 |
| `current_work/01-20-2026/Knowledge Harvester + Compiler - Complete System/knowledge_harvester_system/l9_qc_dashboard.py` | 453 | 2 | 20 | 0 |
| `world_model/_pack_staging/loader.py` | 451 | 1 | 12 | 0 |
| `core/compliance/audit_log.py` | 450 | 1 | 1 | 5 |
| `api/memory/graph.py` | 450 | 4 | 0 | 10 |
| `current_work/DONE/GMP Stage 1 - Tools/agent_instance.py` | 450 | 1 | 21 | 0 |
| `current_work/DONE/GMP Stage 2 - Tools & Memory/agent_instance.py` | 450 | 1 | 21 | 0 |
| `scripts/audit/verify_wiring_alignment.py` | 447 | 2 | 8 | 0 |
| `core/memory/virtual_context.py` | 446 | 5 | 5 | 7 |
| `services/symbolic_computation/core/metrics.py` | 443 | 1 | 3 | 6 |
| `core/tools/tool_embeddings.py` | 442 | 1 | 0 | 8 |
| `runtime/kernel_config_loader.py` | 442 | 0 | 11 | 0 |
| `ir_engine/ir_generator.py` | 442 | 1 | 11 | 0 |
| `scripts/agents/neo4j_merge_agent_nodes.py` | 441 | 0 | 0 | 7 |
| `core/worldmodel/insight_emitter.py` | 439 | 2 | 3 | 7 |
| `tests/api/test_slack_adapter.py` | 438 | 8 | 24 | 7 |
| `core/integration/graph_to_wm_sync.py` | 437 | 1 | 4 | 8 |
| `current_work/Neural-Symbolic Orchestration/swarm_sync.py` | 437 | 6 | 7 | 9 |
| `core/singleton_auto_registry.py` | 436 | 1 | 14 | 0 |
| `current_work/DONE/GMP Stage 2 - Tools & Memory/task_queue.py` | 436 | 2 | 4 | 8 |
| `tests/integration/test_kernel_evolution_flow.py` | 435 | 7 | 11 | 12 |
| `runtime/task_queue.py` | 434 | 2 | 4 | 8 |
| `current_work/DONE/WORLD_MODEL STUB IMPLEMENTATION/loader.py` | 434 | 1 | 12 | 0 |
| `core/governance/schemas.py` | 433 | 6 | 5 | 0 |
| `collaborative_cells/architect_cell.py` | 433 | 1 | 3 | 5 |
| `scripts/memory/load_gmp_reports_to_graph.py` | 432 | 0 | 1 | 4 |
| `core/security/permission_graph.py` | 431 | 1 | 0 | 19 |
| `agents/qa_agent.py` | 431 | 1 | 2 | 5 |
| `tests/ir_engine/conftest.py` | 430 | 0 | 14 | 0 |
| `world_model/_pack_staging/updater.py` | 430 | 3 | 14 | 0 |
| `scripts/agents/neo4j_unify_relationships.py` | 430 | 0 | 0 | 8 |
| `codegen/code-gen-files/examples_symbolic_computation.py` | 428 | 1 | 3 | 14 |
| `current_work/DONE/AUTOWIRING/singleton_auto_registry.py` | 428 | 1 | 14 | 0 |
| `memory/cross_encoder_reranker.py` | 425 | 3 | 8 | 0 |
| `core/schemas/tasks.py` | 424 | 7 | 9 | 0 |
| `tests/services/research/test_graph_persistence.py` | 424 | 2 | 17 | 12 |
| `world_model/_pack_staging/test_integration.py` | 424 | 5 | 21 | 0 |
| `ci/check_schema_deprecation.py` | 423 | 1 | 8 | 0 |
| `core/tools/research_tools.py` | 422 | 0 | 1 | 4 |
| `tests/core/bootstrap/test_bootstrap_phases.py` | 422 | 13 | 3 | 20 |
| `mac_agent/runner.py` | 422 | 0 | 3 | 2 |
| `current_work/01-21-2026/Infro As Code - IaC - Kubernetes - AIOS-(K8s)/governance.py` | 422 | 5 | 6 | 9 |
| `core/observability/instrumentation.py` | 421 | 0 | 12 | 4 |
| `core/worldmodel/l9_schema.py` | 421 | 13 | 7 | 0 |
| `tests/unit/kernel/test_kernel_config_loader.py` | 421 | 0 | 29 | 0 |
| `memory/strategymemory.py` | 420 | 5 | 1 | 6 |
| `tests/memory/test_graph_memory.py` | 420 | 7 | 11 | 13 |
| `services/symbolic_computation/tools/symbolic_tool.py` | 420 | 1 | 5 | 2 |
| `services/symbolic_computation/core/code_generator.py` | 420 | 1 | 6 | 1 |
| `telemetry/slack_metrics.py` | 419 | 0 | 10 | 0 |
| `current_work/packetEnvelope - Phase 2-5/integration.py` | 419 | 4 | 4 | 8 |
| `core/kernels/prompt_builder.py` | 418 | 0 | 8 | 0 |
| `scripts/memory/index_preferences.py` | 418 | 0 | 0 | 3 |
| `world_model/nodes/service_nodes.py` | 417 | 1 | 1 | 3 |
| `current_work/Compiler + Dev Layer/Knowledge Harvester + Compiler - Complete System/compiler/l9_doc_compiler.py` | 416 | 9 | 34 | 0 |
| `current_work/01-20-2026/Knowledge Harvester + Compiler - Complete System/compiler/l9_doc_compiler.py` | 416 | 9 | 34 | 0 |
| `tests/unit/adr/test_adr_tooling.py` | 415 | 0 | 20 | 0 |
| `tests/memory/test_hierarchical_consolidation.py` | 415 | 8 | 23 | 6 |
| `orchestrators/agent_execution/task_queue.py` | 414 | 1 | 7 | 0 |
| `codegen/dev_layer/am_engine/compile.py` | 413 | 4 | 6 | 0 |
| `email_agent/client.py` | 413 | 0 | 1 | 0 |
| `core/protocols/observability_protocols.py` | 411 | 8 | 23 | 3 |
| `api/routes/observability.py` | 410 | 8 | 0 | 5 |
| `core/schemas/event_stream.py` | 409 | 6 | 3 | 0 |
| `current_work/DONE/WORLD_MODEL STUB IMPLEMENTATION/updater.py` | 409 | 3 | 14 | 0 |
| `tests/smoke_test.py` | 408 | 1 | 12 | 3 |
| `tests/smoke_test_root.py` | 408 | 1 | 12 | 3 |
| `agents/coder_agent/coder_agent_b.py` | 407 | 1 | 2 | 7 |
| `orchestrators/agent_execution/orchestrator.py` | 406 | 1 | 1 | 3 |
| `tests/unit/di/test_container.py` | 405 | 19 | 43 | 0 |
| `igor/DONE!/audit-memory/memory_substrate_semantic.py` | 405 | 4 | 8 | 10 |
| `tests/unit/di/test_di_config.py` | 404 | 0 | 34 | 0 |
| `scripts/memory/index_gmp_reports.py` | 404 | 0 | 1 | 2 |
| `igor/DONE!/L9 Memory Substrate Audit/script_4.py` | 403 | 0 | 0 | 0 |
| `core/governance/loader.py` | 402 | 3 | 13 | 0 |
| `tests/ir_engine/test_ir_semantic_incremental.py` | 401 | 3 | 1 | 10 |
| `core/governance/quick_fixes.py` | 399 | 3 | 9 | 0 |
| `current_work/Neural-Symbolic Collective Intelligence/script_1.py` | 398 | 0 | 0 | 0 |
| `current_work/DONE/BOOTSTRAP_IMPLEMENTATION_GUIDE/test suite.py` | 398 | 0 | 0 | 0 |
| `tests/conftest.py` | 396 | 4 | 30 | 14 |
| `tests/integration/test_compliance_audit.py` | 396 | 5 | 5 | 10 |
| `agents/cursor/GMP-v2.0-Perplex-Py-Scripts/script_2.py` | 396 | 0 | 0 | 0 |
| `agents/coder_agent/coder_agent_a.py` | 396 | 1 | 2 | 6 |
| `core/tools/symbolic_tool.py` | 394 | 1 | 4 | 5 |
| `orchestration/input_segmenter.py` | 394 | 3 | 12 | 0 |
| `core/event_type_registry.py` | 393 | 1 | 14 | 0 |
| `tests/integration/test_tool_observability_integration.py` | 392 | 7 | 10 | 12 |
| `agents/codegenagent/meta_loader.py` | 392 | 2 | 12 | 0 |
| `igor/DONE!/L9 Memory Substrate Audit/script_2.py` | 392 | 0 | 0 | 0 |
| `tools/adr/adr_cli.py` | 391 | 0 | 12 | 0 |
| `tests/memory/test_checkpoint_retry.py` | 391 | 7 | 11 | 16 |
| `current_work/DONE/AUTOWIRING/event_type_registry.py` | 391 | 1 | 14 | 0 |
| `memory/governance_gate.py` | 390 | 1 | 11 | 2 |
| `core/agents/prompt_defense.py` | 389 | 2 | 6 | 0 |
| `core/testing/test_executor.py` | 389 | 3 | 3 | 3 |
| `agents/research_agent/research_facade.py` | 389 | 0 | 4 | 2 |
| `world_model/_pack_staging/state.py` | 389 | 1 | 13 | 0 |
| `core/testing/test_agent.py` | 388 | 2 | 4 | 3 |
| `tests/memory/test_governance_invariants.py` | 388 | 7 | 5 | 9 |
| `agents/architect_agent/architect_agent_b.py` | 388 | 1 | 2 | 5 |
| `api/dependencies.py` | 388 | 0 | 16 | 0 |
| `tests/mocks/world_model_mocks.py` | 387 | 3 | 3 | 8 |
| `tests/memory/test_cross_client_consistency.py` | 387 | 5 | 5 | 12 |
| `core/agents/prompt_builder.py` | 386 | 1 | 9 | 0 |
| `scripts/memory/index_error_patterns.py` | 386 | 0 | 1 | 3 |
| `services/symbolic_computation/core/expression_evaluator.py` | 386 | 1 | 6 | 1 |
| `tests/memory/test_consolidation_graph.py` | 385 | 0 | 4 | 8 |
| `igor/DONE!/audit-tools/services_symbolic_computation_tools_symbolic_tool.py` | 385 | 1 | 5 | 2 |
| `core/observability/models.py` | 384 | 16 | 5 | 0 |
| `tests/memory/test_hybrid_rag.py` | 384 | 6 | 5 | 16 |
| `igor/DONE!/audit-memory/core_schemas_event_stream.py` | 384 | 6 | 3 | 0 |
| `current_work/DONE/Observability/observability_instrumentation.py` | 384 | 0 | 12 | 4 |
| `tests/runtime/test_execution_gate.py` | 383 | 8 | 30 | 0 |
| `current_work/DONE/AUTOWIRING/auto_registry/registry.py` | 383 | 2 | 11 | 0 |
| `world_model/_pack_staging/registry.py` | 382 | 1 | 14 | 0 |
| `scripts/gmp-validate-stage.py` | 382 | 2 | 11 | 0 |
| `api/slack_adapter.py` | 382 | 3 | 6 | 0 |
| `current_work/01-21-2026/Infro As Code - IaC - Kubernetes - AIOS-(K8s)/swarm_sync.py` | 382 | 6 | 7 | 9 |
| `current_work/DONE/GMP Stage 1 - Tools/gmp_worker.py` | 380 | 1 | 1 | 12 |
| `runtime/rate_limiter.py` | 379 | 1 | 1 | 6 |
| `_archived/symbolic_computation/test_symbolic_computation.py` | 379 | 7 | 13 | 11 |
| `services/symbolic_computation/test_symbolic_computation.py` | 379 | 7 | 13 | 11 |
| `core/integration/wm_to_graph_sync.py` | 378 | 1 | 2 | 11 |
| `core/observability/context_strategies.py` | 378 | 7 | 4 | 7 |
| `api/routes/workers.py` | 378 | 6 | 0 | 8 |
| `core/agents/adaptive_prompting.py` | 377 | 0 | 3 | 4 |
| `igor/DONE!/L9 Memory Substrate Audit/script_6.py` | 377 | 0 | 0 | 0 |
| `core/tools/sanitizer.py` | 376 | 3 | 12 | 0 |
| `memory/retention_engine.py` | 376 | 3 | 6 | 5 |
| `codegen/Symbolic CodeGen/Supplemental Files/test_symbolic_computation.py` | 376 | 7 | 13 | 11 |
| `mcp_memory/tests/test_main_pipeline_integration.py` | 376 | 0 | 0 | 8 |
| `scripts/audit/cleanup_audit_reports.py` | 375 | 0 | 10 | 0 |
| `igor/DONE!/audit-tools/core_tools_symbolic_tool.py` | 375 | 1 | 4 | 5 |
| `current_work/DONE/WORLD_MODEL STUB IMPLEMENTATION/test_integration.py` | 375 | 5 | 21 | 0 |
| `core/observability/prometheus_exporter.py` | 374 | 1 | 10 | 0 |
| `tests/mocks/orchestrator_mocks.py` | 374 | 2 | 6 | 14 |
| `current_work/DONE/GMP Stage 2 - Tools & Memory/gmp_worker.py` | 374 | 1 | 1 | 12 |
| `core/tools/tool_audit.py` | 373 | 3 | 3 | 7 |
| `core/testing/test_generator.py` | 373 | 1 | 12 | 0 |
| `igor/DONE!/tokenizer/core/tokenizer/tokenizer.py` | 373 | 1 | 11 | 0 |
| `tests/core/schemas/test_schema_registry.py` | 372 | 7 | 20 | 0 |
| `tests/integration/test_kernel_hot_reload.py` | 370 | 6 | 14 | 4 |
| `current_work/DONE/WORLD_MODEL STUB IMPLEMENTATION/registry.py` | 370 | 1 | 14 | 0 |
| `core/agents/graph_state/agent_graph_loader.py` | 369 | 6 | 5 | 4 |
| `memory/tool_audit.py` | 369 | 0 | 1 | 3 |
| `tests/runtime/test_kernel_state.py` | 368 | 7 | 20 | 0 |
| `core/protocols/kernel_protocols.py` | 367 | 6 | 16 | 0 |
| `tests/memory/test_predictive_warming.py` | 367 | 4 | 6 | 16 |
| `api/routes/registry.py` | 366 | 2 | 11 | 0 |
| `core/schemas/capabilities.py` | 365 | 3 | 5 | 0 |
| `tests/core/test_resilience_mixin.py` | 365 | 7 | 3 | 15 |
| `email_agent/parser.py` | 365 | 1 | 11 | 0 |
| `services/symbolic_computation/core/validator.py` | 364 | 1 | 8 | 0 |
| `tests/mocks/memory_mocks.py` | 363 | 3 | 12 | 8 |
| `core/schemas/packet_envelope.py` | 362 | 13 | 2 | 0 |
| `email_agent/triage.py` | 362 | 0 | 3 | 0 |
| `current_work/DONE/WORLD_MODEL STUB IMPLEMENTATION/state.py` | 362 | 1 | 13 | 0 |
| `core/governance/mistake_prevention.py` | 361 | 4 | 9 | 0 |
| `tests/core/bootstrap/test_prompt_builder.py` | 361 | 7 | 26 | 0 |
| `agents/architect_agent/architect_agent_a.py` | 361 | 1 | 2 | 4 |
| `core/agents/bootstrap/bootstrap_metrics.py` | 359 | 4 | 17 | 0 |
| `ci/check_no_deprecated_services.py` | 359 | 1 | 4 | 0 |
| `tests/core/tools/test_tool_graph_unified.py` | 359 | 0 | 9 | 7 |
| `tests/integration/test_graph_wm_sync.py` | 358 | 0 | 9 | 7 |
| `tests/agents/codegenagent/test_readme_generator.py` | 358 | 5 | 16 | 0 |
| `core/observability/failures.py` | 357 | 3 | 3 | 6 |
| `core/observability/circuit_breaker.py` | 357 | 4 | 12 | 0 |
| `scripts/research/delegate_deep_research.py` | 357 | 0 | 2 | 3 |
| `services/symbolic_computation/core/cache_manager.py` | 356 | 1 | 6 | 5 |
| `core/security/path_safety.py` | 354 | 1 | 20 | 1 |
| `tests/test_code_facts_extraction.py` | 352 | 6 | 21 | 0 |
| `scripts/memory/test_all_graphs_access.py` | 352 | 0 | 0 | 1 |
| `scripts/workspace/init_workspace.py` | 352 | 1 | 3 | 0 |
| `orchestrators/pattern/interface.py` | 351 | 21 | 3 | 0 |
| `orchestrators/ws_bridge.py` | 350 | 2 | 6 | 1 |
| `scripts/memory/index_tool_usage.py` | 350 | 0 | 0 | 5 |
| `current_work/DONE/BOOTSTRAP_IMPLEMENTATION_GUIDE/script_3.py` | 350 | 0 | 0 | 0 |
| `services/mac_tasks.py` | 350 | 1 | 6 | 0 |
| `current_work/Neural-Symbolic Collective Intelligence/script_3.py` | 349 | 0 | 0 | 0 |
| `memory/query_classifier.py` | 348 | 1 | 5 | 0 |
| `tests/cursor/test_gmp_meta_learning.py` | 348 | 8 | 22 | 2 |
| `mcp_memory/tests/test_e2e.py` | 348 | 0 | 3 | 9 |
| `scripts/run_pattern.py` | 347 | 0 | 4 | 1 |
| `core/evaluation/evaluator.py` | 346 | 5 | 4 | 3 |
| `igor/DONE!/L9 Memory Substrate Audit/script_3.py` | 345 | 0 | 0 | 0 |
| `ci/check_tool_wiring.py` | 344 | 0 | 2 | 0 |
| `core/governance/subsystem_detector.py` | 343 | 0 | 8 | 0 |
| `tests/docker/test_stack_smoke.py` | 343 | 7 | 17 | 1 |
| `tests/integration/test_tool_patterns.py` | 343 | 0 | 10 | 6 |
| `core/governance/validation.py` | 342 | 0 | 5 | 0 |
| `memory/validators/packet_validator.py` | 342 | 2 | 7 | 0 |
| `runtime/local_api.py` | 342 | 1 | 6 | 0 |
| `tests/integration/test_graph_state_integration.py` | 342 | 0 | 3 | 7 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/memory_bridge.py` | 342 | 3 | 1 | 7 |
| `api/routes/compliance.py` | 341 | 2 | 0 | 3 |
| `igor/DONE!/audit-memory/tests_mocks_memory_mocks.py` | 341 | 3 | 12 | 8 |
| `current_work/DONE/Observability/observability_context_strategies.py` | 341 | 7 | 4 | 7 |
| `core/schemas/research_factory_models.py` | 340 | 9 | 2 | 0 |
| `api/routes/gmp_learning.py` | 339 | 4 | 1 | 7 |
| `igor/DONE!/audit-tools/core_schemas_capabilities.py` | 339 | 3 | 5 | 0 |
| `core/observability/l9_integration.py` | 338 | 0 | 0 | 21 |
| `core/schemas/tests/test_research_factory.py` | 338 | 7 | 16 | 3 |
| `core/memory/runtime.py` | 337 | 1 | 2 | 2 |
| `orchestrators/orchestrator_registry.py` | 337 | 0 | 10 | 0 |
| `scripts/memory/cleanup_trash_embeddings.py` | 337 | 0 | 1 | 2 |
| `tests/core/bootstrap/test_agent_self_modify.py` | 336 | 0 | 6 | 8 |
| `scripts/memory/inspect_embeddings.py` | 336 | 0 | 0 | 2 |
| `core/governance/approval_gate.py` | 335 | 1 | 2 | 1 |
| `orchestrators/evolution/orchestrator.py` | 335 | 1 | 6 | 5 |
| `tests/integration/test_world_model.py` | 334 | 4 | 5 | 14 |
| `current_work/DONE/Observability/observability_failures.py` | 334 | 3 | 3 | 6 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/governance_bridge.py` | 333 | 4 | 3 | 5 |
| `current_work/Compiler + Dev Layer/Knowledge Harvester + Compiler - Complete System/l9_text_to_code.py` | 331 | 3 | 9 | 0 |
| `current_work/01-20-2026/Knowledge Harvester + Compiler - Complete System/l9_text_to_code.py` | 331 | 3 | 9 | 0 |
| `tests/core/bootstrap/test_graph_state.py` | 329 | 0 | 10 | 3 |
| `orchestration/quantum_swarm_loader.py` | 329 | 2 | 3 | 4 |
| `config/settings.py` | 328 | 2 | 3 | 0 |
| `tests/unit/test_startup_readiness.py` | 328 | 7 | 12 | 7 |
| `core/agents/graph_state/schema.py` | 327 | 0 | 0 | 0 |
| `email_agent/credentials.py` | 327 | 0 | 5 | 0 |
| `current_work/Neural-Symbolic Orchestration/neural_substrate.py` | 327 | 3 | 16 | 0 |
| `runtime/memory_helpers.py` | 326 | 0 | 0 | 2 |
| `scripts/research/factory_extract.py` | 325 | 0 | 2 | 1 |
| `tests/memory/test_packet_validation_v2.py` | 324 | 6 | 20 | 3 |
| `scripts/fix_async_decorators.py` | 324 | 0 | 5 | 0 |
| `agents/agent_registry.py` | 323 | 0 | 10 | 0 |
| `scripts/migrate_substrate_models.py` | 322 | 0 | 6 | 0 |
| `api/routes/simulation.py` | 322 | 3 | 1 | 4 |
| `igor/DONE!/L9 Memory Substrate Audit/script_1.py` | 320 | 0 | 0 | 0 |
| `core/error_tracking.py` | 319 | 0 | 0 | 4 |
| `core/observability/jaeger_exporter.py` | 319 | 1 | 6 | 2 |
| `memory/graph_search_cache.py` | 319 | 2 | 3 | 1 |
| `runtime/kernel_state.py` | 318 | 1 | 8 | 0 |
| `tests/memory/test_mcp_bypass_compliance.py` | 318 | 5 | 13 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/tests/test_pipeline.py` | 318 | 5 | 15 | 0 |
| `mcp_memory/src/audit.py` | 318 | 1 | 3 | 2 |
| `core/agents/kernel_registry.py` | 316 | 1 | 10 | 0 |
| `igor/DONE!/audit-tools/tests_test_tool_registry.py` | 315 | 4 | 20 | 2 |
| `current_work/DONE/GMP Stage 1 - Tools/capabilities.py` | 315 | 3 | 5 | 0 |
| `tests/unit/test_kernel_observability.py` | 314 | 5 | 23 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/reasoning_engine.py` | 314 | 2 | 3 | 6 |
| `igor/DONE!/audit-memory/core_schemas_tests_test_packet_envelope.py` | 314 | 7 | 24 | 0 |
| `services/symbolic_computation/core/optimizer.py` | 314 | 1 | 8 | 0 |
| `core/schemas/research_factory_state.py` | 313 | 3 | 7 | 0 |
| `runtime/tool_registry.py` | 313 | 0 | 9 | 0 |
| `scripts/agents/verify_agent_executor.py` | 313 | 0 | 7 | 0 |
| `igor/DONE!/audit-tools/Current Config/core_kernels_prompt_builder.py` | 313 | 0 | 8 | 0 |
| `ci/dora_compliance_check.py` | 312 | 0 | 6 | 0 |
| `api/server_memory.py` | 311 | 2 | 2 | 1 |
| `igor/DONE!/L9 Memory Substrate Audit/script_8.py` | 311 | 0 | 0 | 0 |
| `igor/DONE!/audit-memory/core_schemas_packet_envelope.py` | 310 | 13 | 2 | 0 |
| `current_work/DONE/GMP Stage 1 - Tools/mcp_client.py` | 309 | 2 | 8 | 2 |
| `current_work/packetEnvelope - Phase 2-5/packetEnvelope - RollOut/feature_flags.py` | 309 | 3 | 13 | 0 |
| `tests/integration/test_cursor_langgraph_integration.py` | 308 | 6 | 1 | 6 |
| `agents/cursor/integrations/cursor_executor.py` | 308 | 3 | 1 | 2 |
| `orchestrators/world_model/orchestrator.py` | 307 | 1 | 1 | 6 |
| `current_work/DONE/Phased Upgrades/Stage 1 - Phase 1-6/postgres_backend.py` | 307 | 1 | 1 | 8 |
| `services/research/tools/tool_wrappers.py` | 307 | 4 | 1 | 4 |
| `world_model/interfaces.py` | 306 | 5 | 18 | 0 |
| `core/packet_envelope/config.py` | 305 | 11 | 5 | 0 |
| `services/research/research_api.py` | 304 | 5 | 1 | 3 |
| `core/observability/aggregation.py` | 303 | 2 | 8 | 0 |
| `runtime/mcp_server_registry.py` | 303 | 1 | 8 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/decision_synthesizer.py` | 303 | 2 | 7 | 1 |
| `scripts/memory/migrate_kernels_to_graph.py` | 303 | 0 | 0 | 3 |
| `email_agent/oauth_server.py` | 303 | 1 | 5 | 0 |
| `current_work/DONE/AUTOWIRING/mcp_server_registry.py` | 303 | 1 | 8 | 0 |
| `core/governance/policy_registry.py` | 302 | 1 | 8 | 0 |
| `memory/extractor/agent_config_extractor.py` | 302 | 1 | 10 | 0 |
| `tests/ir_engine/test_ir_semantic_to_plan_integration.py` | 301 | 5 | 8 | 3 |
| `ci/check_substrate_api.py` | 300 | 1 | 7 | 0 |
| `current_work/DONE/GMP Stage 2 - Tools & Memory/mcp_client.py` | 300 | 2 | 8 | 2 |
| `memory/substrate_dag_wrapper.py` | 299 | 2 | 2 | 1 |
| `tests/test_slack_adapter.py` | 299 | 3 | 13 | 3 |
| `orchestrators/evolution/apply_engine.py` | 299 | 1 | 1 | 15 |
| `api/webhook_waba.py` | 299 | 0 | 1 | 4 |
| `igor/DONE!/audit-memory/mcp_memory_tests_test_memory.py` | 299 | 0 | 0 | 8 |
| `orchestrators/action_tool/validator.py` | 298 | 2 | 5 | 5 |
| `igor/DONE!/audit-tools/orchestrators_action_tool_validator.py` | 298 | 2 | 5 | 5 |
| `igor/DONE!/L9 Memory Substrate Audit/script_5.py` | 298 | 0 | 0 | 0 |
| `current_work/DONE/Phased Upgrades/Stage 1 - Phase 1-6/substrate_service.py` | 298 | 6 | 1 | 11 |
| `core/agents/bootstrap/orchestrator.py` | 297 | 1 | 1 | 2 |
| `agents/codegenagent/cursor_sync.py` | 297 | 2 | 7 | 0 |
| `core/coordination/event_queue.py` | 296 | 4 | 5 | 7 |
| `api/vps_executor.py` | 295 | 3 | 6 | 1 |
| `current_work/DONE/GMP Stage 2 - Tools & Memory/websocket_orchestrator.py` | 294 | 1 | 4 | 6 |
| `api/routes/upgrades.py` | 293 | 0 | 1 | 9 |
| `current_work/DONE/Observability/observability_service.py` | 293 | 1 | 7 | 5 |
| `core/agents/bootstrap/phase_2_instantiate.py` | 292 | 1 | 0 | 2 |
| `tests/memory/test_rls_isolation.py` | 292 | 3 | 0 | 9 |
| `orchestrators/reasoning/orchestrator.py` | 292 | 1 | 2 | 5 |
| `memory/checkpoint_validator.py` | 291 | 2 | 8 | 0 |
| `orchestrators/meta/orchestrator.py` | 291 | 1 | 3 | 4 |
| `scripts/workspace/rename_l_to_l_cto.py` | 291 | 0 | 4 | 0 |
| `core/schemas/l_tools.py` | 290 | 8 | 0 | 0 |
| `orchestrators/meta/adapter.py` | 290 | 1 | 5 | 2 |
| `orchestrators/memory/orchestrator.py` | 288 | 1 | 1 | 6 |
| `mcp_memory/tests/test_rate_limiting_enforcement.py` | 288 | 6 | 6 | 7 |
| `current_work/DONE/GMP Stage 2 - Tools & Memory/memory_helpers.py` | 288 | 0 | 0 | 2 |
| `services/research/agents/researcher_agent.py` | 287 | 1 | 3 | 3 |
| `runtime/background_tasks.py` | 286 | 1 | 8 | 3 |
| `orchestrators/research_swarm/orchestrator.py` | 286 | 1 | 1 | 3 |
| `orchestration/slack_task_router.py` | 286 | 0 | 2 | 0 |
| `igor/DONE!/audit-memory/memory_extractor_agent_config_extractor.py` | 285 | 1 | 10 | 0 |
| `core/governance/tool_risk_policy.py` | 284 | 0 | 10 | 0 |
| `memory/migration_runner.py` | 284 | 1 | 2 | 9 |
| `igor/DONE!/audit-tools/services_research_tools_tool_wrappers.py` | 284 | 4 | 1 | 4 |
| `api/routes/mcp.py` | 283 | 0 | 1 | 3 |
| `igor/DONE!/audit-tools/core_schemas_l_tools.py` | 283 | 8 | 0 | 0 |
| `igor/DONE!/L9 Memory Substrate Audit/packet_validator.py` | 283 | 4 | 10 | 0 |
| `tests/mocks/kernel_mocks.py` | 282 | 2 | 6 | 0 |
| `igor/DONE!/tokenizer/core/tokenizer/assembler.py` | 282 | 1 | 10 | 0 |
| `data/l9-phase0-to-pr.py` | 282 | 1 | 8 | 0 |
| `data/l9-phase0-to-pr-example.py` | 282 | 1 | 8 | 0 |
| `current_work/DONE/GMP Stage 1 - Tools/memory_helpers.py` | 282 | 0 | 0 | 2 |
| `tests/test_research_graph.py` | 281 | 3 | 9 | 3 |
| `current_work/DONE/Slack-Debug-2/verify_agent_executor.py` | 281 | 0 | 7 | 0 |
| `core/schemas/ws_event_stream.py` | 280 | 4 | 0 | 0 |
| `tests/memory/test_reasoning_replay.py` | 280 | 0 | 1 | 12 |
| `tests/services/symbolic_computation/test_expression_evaluator.py` | 279 | 7 | 12 | 11 |
| `api/routes/cursor.py` | 278 | 3 | 1 | 3 |
| `igor/DONE!/audit-memory/mcp_memory_src_main.py` | 278 | 1 | 7 | 7 |
| `current_work/Compiler + Dev Layer/Knowledge Harvester + Compiler - Complete System/governance_layers/ca_governance/constraint_validator.py` | 277 | 4 | 7 | 0 |
| `current_work/01-20-2026/Knowledge Harvester + Compiler - Complete System/governance_layers/ca_governance/constraint_validator.py` | 277 | 4 | 7 | 0 |
| `current_work/DONE/Observability/observability_aggregation.py` | 277 | 2 | 8 | 0 |
| `orchestrators/action_tool/orchestrator.py` | 276 | 1 | 1 | 3 |
| `scripts/audit/run_dead_code_audit.py` | 276 | 0 | 2 | 0 |
| `current_work/Compiler + Dev Layer/Knowledge Harvester + Compiler - Complete System/governance_layers/ca_governance/ca_code_change.py` | 276 | 3 | 5 | 0 |
| `current_work/Compiler + Dev Layer/Knowledge Harvester + Compiler - Complete System/governance_layers/l_agent_runtime/reflection_engine.py` | 276 | 2 | 7 | 0 |
| `current_work/01-20-2026/Knowledge Harvester + Compiler - Complete System/governance_layers/ca_governance/ca_code_change.py` | 276 | 3 | 5 | 0 |
| `current_work/01-20-2026/Knowledge Harvester + Compiler - Complete System/governance_layers/l_agent_runtime/reflection_engine.py` | 276 | 2 | 7 | 0 |
| `mcp_memory/src/config.py` | 275 | 2 | 3 | 0 |
